#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
278000,-168950.10518532223,30338.56435677805,-138611.54082854418,302.988147445538,117.23733718903686,12.4
280000,-168564.967137672,29659.800148243514,-138905.1669894285,296.20939853449175,117.80029787154056,12.4
282000,-168233.8942042539,29891.230754371034,-138342.66344988288,298.5206723900428,117.87643988379475,12.4
284000,-167680.9503231994,29970.015490041813,-137710.93483315757,299.3074875084894,118.71314703197245,12.4
286000,-167143.18026814307,29521.16300953005,-137622.01725861302,294.82484357230027,118.28024004491515,12.4
288000,-167403.82421001757,29941.016217734315,-137462.80799228325,299.01787473412105,117.62229711143986,12.4
290000,-168017.34863189573,30430.572419096192,-137586.77621279954,303.9070225783226,118.50081344423445,12.4
292000,-168109.43298192823,29935.064645322273,-138174.36833660596,298.9584369875518,117.39214458184045,12.4
294000,-168430.90969618794,29585.983138168696,-138844.92655801924,295.4721955848228,117.83681997311514,12.4
296000,-168462.89112749684,30178.902035025763,-138283.98909247108,301.39361612508117,117.88630409286212,12.4
298000,-167389.25456308818,29464.04934787075,-137925.20521521743,294.2544552593768,117.6948830277931,12.4
300000,-167128.1142190427,29848.66673963389,-137279.44747940882,298.09558991674606,118.08486034785038,12.4
302000,-167462.6078171403,29498.50552175613,-137964.10229538416,294.5985655531541,118.57688175603595,12.4
304000,-167357.52184127434,29886.80495811021,-137470.71688316413,298.476472414254,118.4801209729871,12.4
306000,-167627.6861241489,29806.804963878203,-137820.88116027068,297.67752063252294,117.69437445574486,12.4
308000,-167416.4558728115,29556.89624108665,-137859.55963172484,295.18170771076956,118.40792987813752,12.4
310000,-167774.36169607402,29716.35704597924,-138058.00465009478,296.77422650290504,117.7254320459241,12.4
312000,-167940.51084169012,28870.998052173527,-139069.5127895166,288.33171246540763,117.87253928633784,12.4
314000,-168842.02239332453,29471.959778751247,-139370.06261457328,294.33345592565064,117.1548788256828,12.4
316000,-168655.01358423475,29668.93034273619,-138986.08324149856,296.3005808555344,118.58496363988337,12.4
318000,-168192.50771156244,29647.339140923345,-138545.1685706391,296.0849517255115,118.11301343860141,12.4
320000,-168360.81448705634,29830.775763551123,-138530.03872350522,297.91691456363566,118.22621204832221,12.4
322000,-168137.2362619877,30002.309664426022,-138134.9265975617,299.6300061337904,118.75347994755388,12.4
324000,-168022.5068153541,29730.19501116057,-138292.31180419354,296.91242484958354,117.2346174548648,12.4
326000,-167841.98524575832,29740.955535258166,-138101.02971050015,297.01988910608344,118.54524489136625,12.4
328000,-167699.45527940989,29873.284893203876,-137826.170386206,298.3414489051934,117.59647619616636,12.4
330000,-167515.94648841454,30187.17094625428,-137328.77554216026,301.4761968980227,118.2046034924882,12.4
332000,-167361.99449239648,29995.312583627237,-137366.68190876924,299.5601270016133,118.36013133118783,12.4
334000,-167329.85296821955,29464.52518845501,-137865.32777976454,294.25920743075216,118.64274390489035,12.4
336000,-167796.6628346839,29750.718901082873,-138045.94393360103,297.1173948446304,118.02595381912484,12.4
338000,-168222.1097974748,29928.445147216087,-138293.66465025872,298.89232873520916,118.40095262028878,12.4
340000,-168101.37496894703,29776.264907522593,-138325.11006142444,297.37252020503894,117.75918572050914,12.4
342000,-167980.4494971732,29756.33316959301,-138224.11632758018,297.17346397153904,118.04383840421924,12.4
344000,-167622.02082239615,29766.063656071667,-137855.9571663245,297.27064134741096,118.86977875286101,12.4
346000,-167915.5275989049,29697.494543546578,-138218.03305535833,296.58584861524196,117.71030023238768,12.4
348000,-168247.31221982278,29679.564893912757,-138567.74732591002,296.40678703332225,118.24327882176193,12.4
350000,-167405.01432389696,29190.939790312317,-138214.07453358464,291.52693796748446,118.7789836119018,12.4
352000,-168285.76875397435,29630.767575202044,-138655.0011787723,295.91945318909023,118.62515068085317,12.4
354000,-167723.05159417645,29754.95132657909,-137968.10026759736,297.15966364631845,118.06832723613688,12.4
356000,-167740.78826250054,29726.00287637068,-138014.78538612986,296.8705584270695,118.7221396419379,12.4
358000,-168410.15113427758,30073.275461128447,-138336.87567314913,300.3387343063567,117.53652626663076,12.4
360000,-167569.7492529567,29922.678166588303,-137647.0710863684,298.8347344879594,118.27462171481221,12.4
362000,-167480.06680307526,29677.95730061992,-137802.10950245534,296.3907321630945,118.95978656356333,12.4
364000,-167502.93397959904,29845.03934526432,-137657.89463433472,298.05936349920154,118.3423880262882,12.4
366000,-167595.84504618903,29797.973082817975,-137797.87196337106,297.5893175372997,118.14018283177461,12.4
368000,-167889.60099362314,29923.2294403158,-137966.37155330734,298.8402400024414,117.2597893712185,12.4
370000,-168008.58522687026,29933.83082821872,-138074.75439865154,298.9461149819983,117.62230785114797,12.4
372000,-167775.6787594735,30297.662872710032,-137478.01588676346,302.57966849644185,117.33401554108079,12.4
374000,-167924.50920322002,30132.28286728752,-137792.2263359325,300.9280352524217,118.03952545006226,12.4
376000,-167842.01771690627,29734.559202356148,-138107.45851455012,296.95600958187003,117.75210438887783,12.4
378000,-167947.16174731567,29433.17309887451,-138513.98864844115,293.94609731028527,118.03129265407787,12.4
380000,-167661.04176122462,29722.775263690623,-137938.266497534,296.8383245884771,118.24348321992116,12.4
382000,-167131.7804838271,29735.647398695815,-137396.1330851313,296.9668772877092,118.62048596811296,12.4
384000,-167637.11663900188,30277.259903185768,-137359.8567358161,302.37590612107545,118.60615708099249,12.4
386000,-167428.63414796744,29749.75648552878,-137678.87766243867,297.10778329866594,118.37572609641883,12.4
388000,-167219.46295142907,29567.446045327,-137652.01690610207,295.28706752955026,117.77418373098818,12.4
390000,-167601.71733421972,29690.554708135605,-137911.16262608411,296.51654118691346,117.79882518638443,12.4
392000,-167704.6684296931,29838.915520007024,-137865.75290968607,297.99820548103804,118.22656402845973,12.4
394000,-167864.6088564305,30267.626803094754,-137596.98205333576,302.2797013331227,118.25711451505505,12.4
396000,-168091.8954093617,30368.17162428412,-137723.72378507757,303.2838322059339,117.14808033779465,12.4
398000,-167522.70497656998,29587.798162764404,-137934.90681380557,295.49032205031256,117.94845150499354,12.4
400000,-168135.91205511754,29773.34946489241,-138362.56259022513,297.34340397689067,118.26808571058068,12.4
402000,-167949.47263313038,29715.201840237016,-138234.27079289337,296.762689580998,117.78286614501984,12.4
404000,-168270.76709504414,29926.393003643956,-138344.37409140018,298.87183418668997,117.47130967738778,12.4
406000,-168138.40761020605,29875.517671342706,-138262.88993886334,298.363747432704,118.08347393238192,12.4
408000,-167934.9725932395,29557.263575126184,-138377.70901811332,295.1853762383513,118.20729799422062,12.4
410000,-167929.9531604338,29827.806715037907,-138102.1464453959,297.88726297900183,118.92784908647342,12.4
412000,-167699.40969739703,29945.09396194201,-137754.31573545502,299.05859874955956,118.02285589617365,12.4
414000,-167763.0534801879,29787.187100079143,-137975.86638010875,297.4815990279468,117.38834185432997,12.4
416000,-167882.79376129457,30124.88527316018,-137757.9084881344,300.854156234488,118.9214816202941,12.4
418000,-167855.7133902713,29745.497929114965,-138110.21546115633,297.06525353016934,117.90126799469522,12.4
420000,-167826.57558444468,30084.971392166568,-137741.60419227812,300.4555403765523,118.0404897521957,12.4
422000,-167827.78571243933,29760.885720827384,-138066.89999161195,297.21892983631864,118.50866917040689,12.4
424000,-168345.0895548273,29699.587753477972,-138645.50180134934,296.60675328930205,117.81494730902543,12.4
426000,-168032.48417011404,29861.793092949316,-138170.69107716472,298.2266814683102,118.84743438375577,12.4
428000,-168042.45325131027,29953.60862696776,-138088.8446243425,299.14363384060516,118.00716511510416,12.4
430000,-167916.79395545472,29437.066069645167,-138479.72788580955,293.9849760122564,118.07962526176584,12.4
432000,-167843.6316651723,30151.883059081505,-137691.74860609078,301.1237803684859,117.679298406647,12.4
434000,-168114.67892549897,30076.363657989306,-138038.31526750966,300.36957581338436,117.78628873856869,12.4
436000,-168091.48321551038,29930.40553718421,-138161.07767832617,298.91190694984476,118.00157994816274,12.4
438000,-167785.47761322383,29659.4141313273,-138126.06348189653,296.20554342292644,117.89985384320474,12.4
440000,-167836.04900469643,29504.89849764458,-138331.15050705185,294.6624115512154,118.16627202685989,12.4
442000,-167969.96485204168,29813.434314251528,-138156.53053779015,297.7437272784525,118.43989720196693,12.4
444000,-168379.28941953636,29935.49590729011,-138443.79351224625,298.9627439568323,118.31037866345605,12.4
446000,-168050.87157126062,29784.269628670998,-138266.60194258962,297.4524625386,117.75409540741707,12.4
448000,-168089.54100552096,30241.368486645108,-137848.17251887586,302.0174622053065,118.5807468450541,12.4
450000,-167431.77854534157,29805.9928128607,-137625.78573248087,297.66940976315726,118.49563916733877,12.4
452000,-167745.1921448881,29987.770314443624,-137757.42183044448,299.4848031286507,118.49810293540754,12.4
454000,-167964.80075506342,29752.368300787173,-138212.43245427625,297.1338672312247,118.49690009827948,12.4
456000,-168277.81082992186,29730.495982854278,-138547.31484706758,296.915430623187,117.8297158641973,12.4
458000,-167489.18073482497,29601.78714027349,-137887.39359455148,295.63002854170384,119.28491372098613,12.4
460000,-167912.37453955866,30122.687186944997,-137789.68735261366,300.8322041716801,117.88461036562435,12.4
462000,-167635.6277199377,29794.839949737885,-137840.78777019982,297.55802725683446,118.63775561558829,12.4
464000,-167408.38791391184,29920.656711964868,-137487.73120194697,298.8145464268403,118.6649827635577,12.4
466000,-168441.35149217932,30343.163326520822,-138098.1881656585,303.034076887226,117.95563933448162,12.4
468000,-168144.4131108427,29759.705639475957,-138384.70747136674,297.2071444842401,118.26018860753376,12.4
470000,-168207.79835201206,29771.052579063573,-138436.7457729485,297.3204652124195,117.6765751167897,12.4
472000,-168415.39258348348,30214.66954386281,-138200.72303962067,301.75082258725365,118.23612071432572,12.4
474000,-167659.69667495776,29599.151102618314,-138060.54557233944,295.6037027025394,118.36298173704589,12.4
476000,-167367.37175999105,29670.244498391985,-137697.12726159906,296.31370519401406,118.62939621755335,12.4
478000,-167830.3275257441,29771.53911845642,-138058.78840728768,297.3253242317048,118.1761985721342,12.4
480000,-167893.62437491934,29553.206749287783,-138340.41762563155,295.1448611325331,117.72437099896243,12.4
482000,-167867.79092073312,29656.94839040737,-138210.84253032575,296.1809183198852,118.2964146744828,12.4
484000,-168102.85231851088,29932.827764143236,-138170.02455436764,298.93609748339725,117.82021598909374,12.4
486000,-168461.82446695655,29751.21386250388,-138710.61060445267,297.12233797385176,118.26157503095521,12.4
488000,-167921.81298890756,29818.263778432272,-138103.5492104753,297.7919586445801,117.95032622603725,12.4
490000,-167964.54838515155,29974.565006885678,-137989.98337826587,299.35292306912055,117.83566683898879,12.4
492000,-168410.62624209712,30250.85401389387,-138159.77222820325,302.1121931983373,118.00160907458383,12.4
494000,-168218.37973404408,30108.07909443986,-138110.30063960422,300.6863146419781,117.0622761126113,12.4
496000,-168406.59082591406,29931.188923038542,-138475.4019028755,298.9197305444601,118.15709311016732,12.4
498000,-168408.54554883833,29732.470020109264,-138676.07552872907,296.9351451318844,118.80916209295783,12.4
500000,-168297.0292006604,30065.49878897611,-138231.5304116843,300.26106947485647,117.60907199555491,12.4
502000,-167527.87980426778,29358.901018147357,-138168.97878612042,293.20434961643247,118.39944736326403,12.4
504000,-167944.78279853112,29978.825766936876,-137965.95703159424,299.39547484511894,118.37492190863644,12.4
506000,-167737.04055444372,29843.775971596857,-137893.26458284687,298.0467463152592,118.1247653196116,12.4
508000,-167790.54489262972,29975.783764614433,-137814.7611280153,299.3650946782342,118.33576438257647,12.4
510000,-167772.44545575115,29672.02907032962,-138100.41638542153,296.33152753191405,117.37079133251426,12.4
512000,-167619.50535699725,29984.295193961356,-137635.2101630359,299.4500974548854,117.81518494046286,12.4
514000,-167322.5574442153,29895.590342025505,-137426.96710218978,298.5642111472339,119.35538937823044,12.4
516000,-166714.41433106677,29992.20159873308,-136722.2127323337,299.52905791282166,118.01121209605907,12.4
518000,-168086.18897523475,30629.898819676717,-137456.29015555803,305.8976750079715,118.70138834680532,12.4
520000,-167933.16048393806,30027.64113364066,-137905.5193502974,299.88298893281666,117.92453170156668,12.4
522000,-168286.19361800235,30175.117057515658,-138111.0765604867,301.3558159407869,117.50083773985027,12.4
524000,-167512.75924850127,29651.722530415398,-137861.03671808587,296.1287281892265,118.42553139396367,12.4
526000,-167384.71325435932,30126.8522984694,-137257.86095588992,300.8738007155983,118.80644418722936,12.4
528000,-167212.91851500992,30105.612311217817,-137107.3062037921,300.6616791295719,118.07395903000248,12.4
530000,-167157.55498495547,30106.89993996895,-137050.65504498652,300.6745385465606,118.10064972641624,12.4
532000,-167400.41733928735,30511.72961437123,-136888.68772491612,304.71753120882624,118.68689431612566,12.4
534000,-168078.33915651054,30258.978674705955,-137819.3604818046,302.1933333570847,117.8446694369005,12.4
536000,-167842.60779129772,30117.80828437116,-137724.79950692656,300.7834790693637,118.16569016240842,12.4
538000,-167730.04654418444,29794.488422105787,-137935.55812207866,297.5545165862314,117.55909432597824,12.4
540000,-167694.80996608362,29591.63437120244,-138103.17559488118,295.52863387265813,117.60404849959815,12.4
542000,-168276.0080834052,30225.80192253762,-138050.2061608676,301.8620005174839,116.72643617224625,12.4
544000,-167430.75503203273,29842.10449162475,-137588.65054040798,298.0300534152826,119.09642396070292,12.4
546000,-167956.10015288123,29886.13519356912,-138069.9649593121,298.4697835441037,118.14409416388287,12.4
548000,-168085.54092057387,30376.59346486954,-137708.94745570433,303.36794026876277,118.72406886496567,12.4
550000,-167749.0809711885,29933.844830503804,-137815.2361406847,298.94625482139105,118.12270825666158,12.4
552000,-167889.44382451242,29857.326183015015,-138032.1176414974,298.1820708944582,118.43638077413524,12.4
554000,-167521.04769852292,29771.408188476693,-137749.63951004623,297.32401664735323,118.49087664718125,12.4
556000,-167767.92734918243,29986.465433270205,-137781.46191591222,299.47177141348044,118.45685518323707,12.4
558000,-168225.57145228412,29980.366595007945,-138245.20485727617,299.41086293788743,118.2803939189243,12.4
560000,-167679.65880385845,29509.8448813376,-138169.81392252084,294.7118105805854,118.19530794181547,12.4
562000,-167850.25432528905,29911.07929181424,-137939.1750334748,298.71889770877243,118.83904402218599,12.4
564000,-167485.00183647254,29630.275984308217,-137854.72585216432,295.9145437209799,118.1464124191239,12.4
566000,-167698.2643538009,30408.12420059403,-137290.14015320688,303.68283451004623,118.46247875434642,12.4
