#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
96000,-170239.77112830663,29508.82228314277,-140730.94884516386,296.5731883241067,117.35270158064645,150
98000,-169641.94721050444,29379.43976594464,-140262.5074445598,295.27285226627737,117.35270158064645,150
100000,-169615.97893499047,29478.26729143504,-140137.71164355543,296.2661007953999,117.35270158064645,150
102000,-169557.25489359978,29851.30455174562,-139705.95034185416,300.0152456644311,117.35270158064645,150
104000,-169477.41055179166,29927.66552374186,-139549.7450280498,300.782698079548,117.35270158064645,150
106000,-169180.38089066534,29611.58958996374,-139568.79130070162,297.6060329272201,117.35270158064645,150
108000,-169019.68165495794,29422.93583193235,-139596.7458230256,295.7100017684078,117.35270158064645,150
110000,-169056.84717774624,29565.183451657445,-139491.6637260888,297.13963625902204,117.35270158064645,150
112000,-168709.17143818224,29186.64346749193,-139522.5279706903,293.3351872391689,117.35270158064645,150
114000,-169919.69124476402,29728.183567099673,-140191.50767766434,298.77784002974704,117.35270158064645,150
116000,-169467.32240319205,29714.747088705655,-139752.5753144864,298.6427990850788,117.35270158064645,150
118000,-169206.57484554546,29366.031067761738,-139840.54377778372,295.13809052169734,117.35270158064645,150
120000,-169802.17565140082,29888.438828746323,-139913.7368226545,300.38845713388713,117.35270158064645,149
122000,-169918.0328117744,29268.756351897275,-140649.27645987715,294.1604482305061,117.35270158064645,149
124000,-169356.2785873562,30024.265045333188,-139332.01354202302,301.753554450366,117.35270158064645,149
126000,-169753.43696185667,30222.864522840362,-139530.5724390163,303.74954330002777,117.35270158064645,149
128000,-169274.28820747754,29836.257776355254,-139438.0304311223,299.8640207152041,117.35270158064645,149
130000,-169456.41369915847,29511.163847024553,-139945.24985213391,296.59672179689056,117.35270158064645,149
132000,-169315.8586049229,30163.10542204976,-139152.75318287313,303.1489450490099,117.35270158064645,149
