#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
134000,-167921.3937199054,29604.345840572845,-138317.04787933256,295.65558202058486,117.78950256597143,127
136000,-168087.3735464617,29553.918893411756,-138533.45465304994,295.1519732432546,117.49925301754234,127
138000,-168180.25568782422,30016.669861342758,-138163.58582648146,299.77341995553843,117.41404178663464,127
140000,-167584.9466465615,29556.696457230486,-138028.250189331,295.17971248977767,118.1755033456616,126
142000,-167661.89736184955,30259.620649506243,-137402.2767123433,302.19974469392844,119.06022384461161,126
144000,-167729.32224951277,30106.15974300145,-137623.16250651132,300.6671462749525,118.45186849796767,126
146000,-167809.25908772775,29928.458734300802,-137880.80035342695,298.8924644280382,117.90576763001312,126
148000,-167665.52628328837,29625.839350629598,-138039.68693265878,295.87023551300507,118.00064479757565,126
150000,-168178.4765884336,29816.279588704434,-138362.19699972917,297.7721427441721,118.20464472905518,126
152000,-167730.47154120856,29603.308621069882,-138127.16292013868,295.64522341521376,117.33286637119646,126
154000,-167603.01479889685,29966.89246946224,-137636.1223294346,299.2762982205352,118.12124266527296,126
156000,-167645.1596564348,30149.228208735818,-137495.93144769897,301.09726664890024,118.09147731692053,126
158000,-167382.45886871486,29947.378294311697,-137435.08057440317,299.0814121439147,118.02400348321751,126
160000,-167799.10289392387,29762.746975881048,-138036.35591804283,297.2375180006761,118.69340774640229,126
162000,-168246.39025781862,29966.212036688346,-138280.17822113028,299.2695028078321,118.6047283369011,126
164000,-168245.28099380585,29945.93601193044,-138299.34498187542,299.0670082168979,118.54687974952306,126
166000,-168252.7497784053,29719.40349470335,-138533.34628370195,296.80465107554966,118.87544979822856,126
168000,-168684.42010927375,29511.53894920426,-139172.8811600695,294.7287290635607,118.6613789534681,126
170000,-167882.1853235286,29557.50442016893,-138324.68090335967,295.18778153322495,118.68757211619085,126
172000,-167916.51344973478,30040.91139017651,-137875.60205955827,300.0155176311638,117.7272622042271,126
174000,-167510.26495982648,29892.820785430493,-137617.444174396,298.5365518680373,117.56729134490736,126
176000,-168077.68272130657,30151.30601990054,-137926.37670140603,301.1180175370484,117.44901459870447,126
178000,-167757.85978621873,29623.773359105107,-138134.08642711362,295.84960266639825,117.58269822219653,126
180000,-168018.5948175413,30105.00041442868,-137913.59440311263,300.65556817875733,117.93789441713136,126
182000,-167688.65364061587,30044.679279152304,-137643.97436146357,300.0531471540091,118.66066197319644,126
184000,-167692.05197947007,29630.928499606787,-138061.12347986328,295.9210603247048,118.31665956124172,126
186000,-167651.93796639622,30067.751574049005,-137584.1863923472,300.28356780957665,118.18891340914291,126
188000,-167980.71615608048,30241.95878774952,-137738.75736833096,302.0233574822207,118.11945023126276,125
190000,-167245.7018212463,30072.73394369695,-137172.96787754935,300.3333262270076,118.12641048428242,125
192000,-167766.39526112087,29895.742079272284,-137870.65318184858,298.565726531639,117.77709194601938,125
194000,-167405.0050426107,29922.967486786656,-137482.03755582403,298.83762389926727,118.88612363334076,125
196000,-167984.2232027501,30082.50979083171,-137901.71341191838,300.43095661512484,118.29669795565303,125
198000,-167754.8307939245,29652.141956781736,-138102.68883714278,296.13291695756214,118.22861011526356,125
200000,-167742.42652752297,29852.835300444625,-137889.59122707834,298.13722090833505,117.60465776606024,125
202000,-167564.31708680885,29739.57723598671,-137824.73985082214,297.0061241718574,118.02298240337166,125
204000,-168285.92746935564,30413.196586575243,-137872.7308827804,303.7334919114152,117.87683054704289,125
206000,-167570.04755377548,30355.495863669552,-137214.55169010593,303.15724067770907,117.66188187678179,125
208000,-167702.46331023134,30145.73871512199,-137556.72459510935,301.0624174321363,117.77325041978453,125
210000,-167726.4367533886,30037.524108093174,-137688.91264529544,299.9816891905284,117.95338311481362,125
212000,-167892.89827523637,30553.67333552963,-137339.22493970674,305.1364188734272,118.83049822142578,125
214000,-167900.7369086597,29932.30602031108,-137968.4308883486,298.9308868809677,119.08296752027874,125
216000,-167526.18706563918,29594.25655585871,-137931.93050978048,295.55482136333563,118.48407482162179,125
218000,-167967.872773904,30053.536593000113,-137914.3361809039,300.1416042438875,117.63499614184708,125
220000,-167991.28821367177,29785.57382300368,-138205.7143906681,297.46548739436184,118.49473947209378,125
222000,-168131.09953162947,30211.372002885444,-137919.72752874403,301.7178903818893,118.40250134991989,125
224000,-168023.80252991384,30032.244377967007,-137991.55815194684,299.9289610643347,117.92154006622994,124
226000,-167582.67758254218,29620.49738739594,-137962.18019514624,295.8168858711152,118.87653887838127,124
228000,-167810.3643807168,29868.83978619543,-137941.52459452138,298.29705607493787,118.91595427745966,124
230000,-167947.89078768773,29619.726336727093,-138328.16445096064,295.809185466739,118.2119788112528,124
232000,-168538.63032360014,29354.193496341817,-139184.43682725832,293.15733607636685,117.85942339311971,124
234000,-168521.21644769982,29454.551984842867,-139066.66446285695,294.1596060636272,117.71615102585599,124
236000,-168526.13025587308,29849.16567094787,-138676.9645849252,298.10057269288365,118.85527564948276,124
238000,-168245.416104933,30094.24217108416,-138151.17393384886,300.54812669990577,118.11904147219765,124
240000,-167515.68855365552,29943.168066160346,-137572.52048749517,299.03936502484544,117.71256117208446,124
242000,-167735.77074872341,29628.79740246106,-138106.97334626236,295.89977727490003,118.44735427585036,124
244000,-168510.55494404514,29911.922763614682,-138598.63218043046,298.72732137560234,117.87735610295547,124
246000,-168381.94060660107,29677.06566685415,-138704.87493974692,296.38182750762985,118.33193593272291,124
248000,-168017.63390383066,29395.249899570277,-138622.38400426038,293.56736218731527,118.04688134288952,124
250000,-168032.28818597645,29868.192074316903,-138164.09611165954,298.290587442479,117.98653373976344,124
252000,-168144.77632319275,29929.435908618383,-138215.34041457437,298.902223368268,118.00670339117441,124
254000,-167922.45879266295,29756.93048120069,-138165.52831146226,297.17942926163414,117.92833746850185,124
256000,-168416.27080669615,29502.08112656232,-138914.18968013383,294.63427475361215,116.92390704913868,124
258000,-168594.11509625986,29784.337514389772,-138809.7775818701,297.45314050634846,117.89684678740166,124
260000,-168353.34882323863,29713.606212732848,-138639.74261050578,296.7467542118811,117.66521923842046,124
262000,-168455.68367608415,29785.98004267062,-138669.70363341353,297.4695442687378,118.2247571416991,124
264000,-167714.31152636744,29811.225022341125,-137903.08650402632,297.7216633055094,117.80522968805354,124
266000,-167670.99742099363,29965.663108954323,-137705.3343120393,299.2640207225476,117.84189022754784,124
268000,-167522.41134281293,29770.38899955852,-137752.02234325442,297.31383811159316,118.53488629223558,124
270000,-167801.2297376726,29671.7040108745,-138129.5257267981,296.32828119629454,118.01048876977055,124
272000,-167706.04267976817,30068.12424496375,-137637.91843480442,300.28728963598667,118.55775567845903,124
274000,-167699.37719809823,30275.91080156737,-137423.46639653086,302.3624327808321,118.64595013877074,124
276000,-167672.59104611154,29952.0315615781,-137720.55948453344,299.12788384943235,117.41876030917645,124
278000,-167451.31562253297,29648.35414578981,-137802.96147674316,296.09508847557396,118.4253674034903,124
280000,-167708.12591840816,30273.53243324859,-137434.59348515957,302.33868025904576,118.37624974300171,124
282000,-167610.26919423149,29835.12304081855,-137775.14615341293,297.96033037824714,118.85323084028336,124
284000,-167288.61485502403,29425.16065916943,-137863.4541958546,293.86607789228606,118.90947635798858,124
286000,-167961.68620518374,29732.705716106575,-138228.98048907716,296.93749900376656,117.85512501929536,124
288000,-167247.59072855057,29473.77453666937,-137773.8161918812,294.3515797278586,118.23817526217871,124
290000,-167510.9748793759,29907.945158086484,-137603.0297212894,298.687597434941,119.05103799310248,124
292000,-168034.83544955438,30089.55063387286,-137945.28481568152,300.50127279635234,118.96491550909282,124
294000,-168274.56584421033,29565.303742214805,-138709.26210199553,295.26567256690146,118.13982893178405,124
296000,-167839.29791342595,29358.899486735696,-138480.39842669026,293.2043343223804,118.74440568102425,124
298000,-167876.06235497084,29851.304103388917,-138024.75825158192,298.12192899953453,117.94673765094082,123
300000,-168297.2792904931,30162.468309408927,-138134.81098108419,301.2294941837223,118.52236141487768,123
302000,-168397.63818925247,29933.232151216595,-138464.40603803587,298.94013605584803,117.69079131375908,123
304000,-168230.58984368562,29639.98195274704,-138590.60789093858,296.01147623768907,118.02898186433605,123
306000,-168128.1549164321,29944.74994163774,-138183.40497479436,299.0551630538737,118.02835784011151,123
308000,-167342.512595159,29508.971816757927,-137833.54077840107,294.703091373688,118.7252988104859,123
310000,-167562.05876600288,29828.65445109969,-137733.4043149032,297.89572923257475,118.35124732116903,123
312000,-167864.05118891608,29787.399523861357,-138076.65166505473,297.4837204825908,117.5600122753005,123
314000,-168539.71761943714,29617.396797380527,-138922.32082205662,295.7859205949172,118.22347955180356,123
316000,-167770.70096954913,29486.95278128807,-138283.74818826106,294.4831895125751,118.87378967340705,123
318000,-167834.36518644646,29670.896561175585,-138163.46862527088,296.32021727851804,117.96384366223933,123
320000,-168269.72358315473,30282.00806098286,-137987.71552217187,302.42332548864346,117.81555935237813,123
322000,-167971.3875649477,29650.8696199049,-138320.5179450428,296.12021025896206,118.11083739925103,123
324000,-168880.4526118904,30289.11609188118,-138591.3365200092,302.49431266814673,117.77902389268063,123
326000,-167956.5610929943,29953.219652177882,-138003.3414408164,299.1397491890573,117.35528228058422,123
328000,-168295.9288476199,30144.781582995318,-138151.1472646246,301.05285865122266,118.0166223284858,123
330000,-167449.94019208266,29761.896718990058,-137688.0434730926,297.2290265718391,118.8084818150284,123
332000,-167930.5410281273,29671.160395623883,-138259.38063250342,296.3228521662399,118.3390287880858,123
334000,-167986.34206683363,29906.069046302233,-138080.2730205314,298.66886089793064,118.19268034702382,123
336000,-167945.41279034503,29701.469619777752,-138243.94317056728,296.62554729607194,117.3324128377408,123
338000,-168419.6810938943,30220.022578651784,-138199.6585152425,301.8042827996371,117.91705275351366,123
340000,-167543.47904072364,29487.59760050394,-138055.8814402197,294.48962925630707,117.97905777321813,123
342000,-167619.57160197943,29525.099141795887,-138094.47246018355,294.86415332372104,118.82222659055168,123
344000,-168484.10647124378,29967.68776747532,-138516.41870376846,299.28424078066485,117.33275497972564,123
346000,-168173.2582733261,29738.61032797559,-138434.6479453505,296.99646776018295,117.9585035951198,123
348000,-168112.07720641978,29780.912239410187,-138331.1649670096,297.41893263453386,118.47707763742913,123
350000,-168122.14477561868,29681.847429629823,-138440.29734598886,296.4295824846909,118.31286656167603,123
352000,-167974.24920506962,29373.181543330196,-138601.06766173942,293.3469677647013,117.69888952972421,123
354000,-168197.52694094076,29419.210215414874,-138778.3167255259,293.80665141750404,117.71095862733824,123
356000,-167941.08417104476,29702.27101212694,-138238.81315891782,296.6335507197146,118.59464071802157,123
358000,-168095.92131367244,30164.47643290891,-137931.44488076353,301.24954910827137,118.30772501601706,123
360000,-167932.71422899584,30209.195396682946,-137723.5188323129,301.6961528377769,118.39114600469732,123
362000,-167932.5407442461,30071.317427510396,-137861.2233167357,300.3191796243489,118.90510892712467,123
364000,-167388.30136405595,29756.541633564746,-137631.7597304912,297.1755458799597,117.9041381779824,123
366000,-167866.0573447001,29961.667616465827,-137904.38972823427,299.2241181466385,118.59162881129025,123
368000,-167200.29926301376,29617.842508527916,-137582.45675448584,295.7903718666799,118.77649568142985,123
370000,-167429.39766436128,30140.640539056156,-137288.75712530513,301.0115024678231,118.58143315952121,123
372000,-167253.02642049978,29635.103070117213,-137617.92335038257,295.9627513345515,118.7514088891806,123
374000,-167719.18239611504,30058.288196049514,-137660.89420006552,300.189058018839,119.35311419418393,123
376000,-168018.32449844433,30217.381223957982,-137800.94327448634,301.7779038597503,117.96627192604583,123
378000,-168102.40623825067,30510.575113406172,-137591.8311248445,304.7060013254569,117.71027600546189,123
380000,-167633.1147714695,30090.457192555186,-137542.6575789143,300.5103265054362,118.29371272337607,123
382000,-167750.20443767775,30015.16261338786,-137735.0418242899,299.7583672239647,117.77329847814559,123
384000,-167822.78103177424,29920.95936666755,-137901.8216651067,298.81756900848274,118.44476583461405,123
386000,-168081.2952303883,29742.670943136094,-138338.6242872522,297.0370207095744,118.49232615178076,123
388000,-167967.91353701218,29349.29820467843,-138618.61533233375,293.10844729788505,118.28971601551693,123
390000,-167979.52966427058,29748.382682617055,-138231.14698165352,297.0940632691259,118.52556152020523,123
392000,-167607.50050895463,29836.1759361953,-137771.32457275933,297.9708455369706,118.34298382031673,123
394000,-167298.28711874562,30324.400637020066,-136973.88648172555,302.84669582113213,117.97556032939936,123
396000,-166724.06818851572,29782.991107206675,-136941.07708130905,297.4396940751556,119.27537525268485,123
398000,-167821.7831254626,30016.500910929637,-137805.28221453296,299.771732664997,118.61911819512243,123
400000,-167974.24715899152,29849.067949227174,-138125.17920976435,298.0995967560275,118.22133296862545,122
402000,-167955.0539079766,29676.4055615752,-138278.6483464014,296.3752351035452,118.50828244218563,122
404000,-168021.84684611752,29795.44646771779,-138226.40037839973,297.56408449002987,118.50710501497483,122
406000,-167716.96242541855,29780.348435689695,-137936.61398972885,297.41330198428994,118.71645235726368,122
408000,-166983.43051813287,29730.754544465744,-137252.67597366712,296.9180128516253,118.86830767960548,122
410000,-167981.50683254516,30256.784788370947,-137724.7220441742,302.17142323805166,118.19794186978255,122
412000,-167345.744057916,29552.390499042172,-137793.35355887382,295.13670932459445,118.38668441923747,122
414000,-168572.0182257013,29853.945977800176,-138718.07224790112,298.14831312978663,117.55204949427362,122
416000,-168558.34146318526,29533.682684536092,-139024.65877864917,294.94987628947473,117.86867228669922,122
418000,-168621.65860474412,29602.383471729467,-139019.27513301466,295.635984043124,118.62195741665592,122
420000,-168429.0684360077,30055.71936085017,-138373.34907515754,300.16340332374557,118.0932435241455,122
422000,-167736.5150469949,29619.872187626082,-138116.64285936882,295.81064206478914,118.05251016233841,122
424000,-167471.6549445322,29142.752136766096,-138328.9028077661,291.04569278705935,118.43604789173617,122
426000,-167730.53129617753,29889.53445439739,-137840.99684178014,298.50373161524277,118.28240720496899,122
428000,-167664.50943685067,29902.31281320355,-137762.19662364712,298.6313477811411,118.48349811122878,122
430000,-168426.63001995138,29966.822525322903,-138459.80749462848,299.2755996955505,118.22736539682056,122
432000,-168119.96070375817,29838.256578071057,-138281.70412568713,297.991624695141,117.1233113349763,122
434000,-167846.45408113697,29890.102372196503,-137956.35170894046,298.50940335237016,118.1823480495938,122
436000,-167899.08062483848,29866.854073455557,-138032.22655138292,298.27722496436394,118.40407740276989,122
438000,-167596.7369196402,29824.564373704605,-137772.1725459356,297.85488204685186,118.83418654774165,122
440000,-167463.2142553639,29826.824343944434,-137636.38991141948,297.87745213910136,118.32223648274078,122
442000,-167954.48072092875,29895.7704847086,-138058.71023622015,298.5660102138339,118.27133933097954,122
444000,-168176.99629235605,29669.08531178464,-138507.9109805714,296.30212851561316,118.4519834348135,122
446000,-167531.39154308522,29589.60061878315,-137941.79092430207,295.5083229947063,118.20263044659781,122
448000,-167477.52937663102,29694.480456825928,-137783.0489198051,296.55574723862475,119.04836169110482,122
450000,-168027.98885025887,30215.9520033882,-137812.03684687067,301.7636303797122,118.11409128951352,122
452000,-168059.1516175539,29941.82167793694,-138117.32993961696,299.0259187830011,118.8058687265496,122
454000,-168631.04248336004,30174.06204511458,-138456.98043824546,301.3452796395573,117.52807883974197,122
456000,-167453.40429480618,29888.950967991375,-137564.4533268148,298.49790439602634,118.68464906186479,122
458000,-168050.01869701094,29961.93208301463,-138088.0866139963,299.22675934708354,117.30811594937639,122
460000,-168234.1712738633,30105.474418528145,-138128.69685533515,300.6603020093463,118.73308930106683,122
462000,-168223.16031831445,30196.54279335786,-138026.6175249566,301.56979257903987,118.03062278750751,122
464000,-167610.7023796694,29778.5316128477,-137832.1707668217,297.395157559898,118.28384229103597,122
466000,-167826.7157301514,29687.757212139142,-138138.95851801225,296.4886028797646,118.36227581344019,122
468000,-167335.34618928155,29542.8289349571,-137792.51725432446,295.0412189594358,117.71254461570712,122
470000,-167475.64151927363,29742.064783268957,-137733.57673600467,297.0309670528147,118.9403032204015,122
472000,-167473.85951241676,29802.7292434182,-137671.13026899856,297.6368168280463,118.14684182410603,122
474000,-168114.7894656607,29673.833824099973,-138440.95564156072,296.34955142371865,117.46083232282979,122
476000,-167475.76169075468,29888.88228383416,-137586.87940692052,298.4972184543546,118.34146460671538,122
478000,-167938.37764715636,29838.190043808194,-138100.18760334817,297.9909602242449,118.36863547822668,122
480000,-167495.31537965278,29723.612137302174,-137771.7032423506,296.84668235986754,117.95946347701639,122
482000,-167706.29036700982,30037.66884456156,-137668.62152244826,299.98313465887384,118.72328807869522,122
484000,-168482.52251370926,30114.48676484864,-138368.03574886062,300.75030739271494,117.71495571301593,122
486000,-167422.65176398272,29939.17348779086,-137483.47827619186,298.99947157814955,119.04480556391044,122
488000,-167308.52264596953,29865.293802307686,-137443.22884366184,298.2616426955708,117.99528167387082,122
490000,-168101.8970104386,30270.709279825212,-137831.1877306134,302.31048571379154,118.02958739492675,122
492000,-168534.69972355594,30368.37380994018,-138166.32591361576,303.2858514134563,117.70776383425174,122
494000,-167932.5549102513,29572.192063812632,-138360.36284643866,295.334465532033,118.39769830773648,122
496000,-168337.24203054165,29995.063066570554,-138342.1789639711,299.557635100221,118.38329058664218,122
498000,-167819.61109057267,28998.77209668071,-138820.83899389196,289.60777881388685,117.97250346994852,122
500000,-168006.10984022496,29291.995997726102,-138714.11384249886,292.5361760023533,117.31729749986867,122
502000,-168206.51145286043,29547.74715534202,-138658.7642975184,295.0903367247207,118.59914328537685,122
504000,-168173.89514772454,29942.40816022805,-138231.4869874965,299.0317759218163,118.11246429543407,122
506000,-168117.8573658564,29601.47403645038,-138516.38332940603,295.62690160576165,118.03914708460901,122
508000,-168323.31596889917,30220.54638935486,-138102.7695795443,301.80951404369574,117.76950786826667,122
510000,-167563.35219969484,29609.556909010513,-137953.79529068433,295.70762442949956,117.6488846008627,122
512000,-167834.6904987566,29970.574448753498,-137864.1160500031,299.31306977212455,118.61393820859364,122
514000,-167806.51667632465,30098.48728391179,-137708.02939241286,300.5905222086786,118.88181255278212,122
516000,-167674.84735025011,30231.923640736262,-137442.92370951385,301.92313749266765,118.20210785451371,122
518000,-167476.00953990535,29581.86609946878,-137894.14344043657,295.4310791392989,118.88004590741143,122
520000,-167339.6669638583,29754.82760109534,-137584.83936276296,297.1584280125333,118.56068447576008,122
522000,-167556.0313588382,30164.10004249192,-137391.93131634628,301.24579013557184,118.91637372292008,122
524000,-167061.4574199143,29800.99381654407,-137260.46360337024,297.61948529688226,118.6747177623044,122
526000,-168337.75848394947,29977.154027227603,-138360.60445672186,299.37877935117376,117.55478134013478,122
528000,-168405.97052765242,30139.442298234208,-138266.5282294182,300.99953575896484,117.84774764170886,122
530000,-168319.0237262441,29629.442943077767,-138689.58078316634,295.9062242231886,117.55256093165178,122
532000,-168015.5040364957,29771.605299868155,-138243.89873662754,297.32598517871276,118.52542912952477,122
534000,-168104.4188311731,29682.934514412773,-138421.48431676032,296.4404390895266,117.67883954532493,122
536000,-168458.14322970167,29946.277962931315,-138511.86526677036,299.0704232466618,117.48015840183169,121
538000,-168440.61671156914,29732.582577556837,-138708.0341340123,296.93626923163146,118.68167890219753,121
540000,-168408.25586771558,29870.001342666335,-138538.25452504924,298.30865642092436,118.19706788757372,121
542000,-168171.31187835312,29634.3106604605,-138537.00121789263,295.9548376201423,117.83013830083001,121
544000,-168215.9268108157,29469.070628180867,-138746.85618263483,294.30460227362164,117.56043489889994,121
546000,-167983.47130045667,29621.363299505552,-138362.10800095112,295.82553364702363,118.25689517241884,121
548000,-167603.3408938822,29801.914499571343,-137801.42639431087,297.6286800643583,118.48678955919256,121
550000,-168445.18965335912,29708.986761983484,-138736.20289137564,296.70062022846963,118.59632233998992,121
552000,-168386.21574203472,29786.635780739132,-138599.5799612956,297.47609305793725,117.3313632943466,121
554000,-167785.8601956003,29848.109486418776,-137937.75070918154,298.09002468573124,117.70093554011657,121
556000,-168056.05837528722,30061.817754383825,-137994.24062090338,300.2243073578794,117.62176610460529,121
558000,-167625.17158688663,29823.183041835204,-137801.98854505143,297.8410868263795,118.87457678861679,121
560000,-167884.42842480273,30070.05563002685,-137814.37279477587,300.3065781815946,117.8763802419935,121
562000,-168044.6137478113,29936.876221132,-138107.7375266793,298.97652901036776,118.44737710859738,121
564000,-168560.58487448504,30028.715122163878,-138531.86975232116,299.8937147466423,118.10048471061988,121
566000,-168206.4874524969,29836.15548557602,-138370.33196692087,297.970641298722,117.94098161494271,121
568000,-168093.81161108054,29711.42331575649,-138382.38829532405,296.72495384245184,117.78665309671291,121
570000,-168052.6359124484,29508.43006117968,-138544.20585126872,294.69768091599167,118.31090369404619,121
572000,-167578.5202068449,29695.487583080074,-137883.03262376483,296.56580530578964,118.36005625108562,121
574000,-167414.44684249512,29576.074304068927,-137838.3725384262,295.3732370694518,118.61541904641311,121
576000,-167566.62236539356,29902.572060079314,-137664.05030531425,298.63393685324405,118.01459536945856,121
578000,-167986.41691819788,30243.034249164513,-137743.38266903337,302.03409800566624,118.24156153624259,121
580000,-167915.31013703847,29896.93842519389,-138018.37171184458,298.5776743163209,118.14495360939065,121
582000,-167497.9532863244,29634.78655678034,-137863.16672954406,295.95959034814314,118.13557442589817,121
584000,-167997.12656745093,29996.38342657208,-138000.74314087885,299.57082140086857,117.84532563628558,121
586000,-167397.86932219344,28952.90247792832,-138444.96684426512,289.14968361048886,117.56754960436122,121
