#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
328000,-168366.11526326265,30165.93657698197,-138200.17868628068,301.2641314181822,116.98481422276872,123
330000,-168356.1218775513,29745.702600845834,-138610.41927670548,297.0672975658673,117.62255550264405,123
332000,-167791.03162053553,29804.554013487417,-137986.47760704812,297.6550406205858,118.13903269256647,123
334000,-167438.05748407298,29362.652856477187,-138075.4046275958,293.2418188431138,117.8672224032031,123
336000,-168116.32468751585,30040.812935203197,-138075.51175231265,300.01453437138855,117.85473407458882,122
338000,-167684.79132347764,29882.846519329585,-137801.94480414805,298.4369398899455,116.9665427433872,122
340000,-168727.22857531207,30092.643607110484,-138634.58496820158,300.5321620045675,117.31509589537471,122
342000,-167394.60553995532,29849.309584261267,-137545.29595569405,298.1020099404642,118.09818164014517,122
344000,-167385.34688718687,29630.919913340476,-137754.4269738464,295.920974574539,118.23606744112843,122
346000,-167166.2896215797,29998.356874090852,-137167.93274748884,299.5905300199305,119.15534448080884,122
348000,-167245.74048868776,30003.68849137216,-137242.0519973156,299.64377633784966,118.74365837426078,122
350000,-167613.5441397957,29990.11416528118,-137623.42997451453,299.50821092787305,117.64603950052265,122
352000,-167659.580401471,29838.917832910374,-137820.66256856063,297.99822857976784,117.58810646240714,122
354000,-167843.04039396392,29457.767172226333,-138385.2732217376,294.1917158120501,118.51310160944155,122
356000,-168120.65132677753,29566.31262946548,-138554.33869731205,295.2757482209591,118.4704416242512,122
358000,-168017.41610088025,29189.7719681717,-138827.64413270855,291.5152750468937,119.26082232115401,122
360000,-168210.50146561512,29697.43315532792,-138513.0683102872,296.5852355373643,116.95733393163394,122
362000,-167618.37483084842,29550.324647380505,-138068.05018346792,295.11607787478346,118.22942362960559,122
364000,-167162.4712530329,29607.578662172018,-137554.8925908609,295.68786788012113,119.35391980270965,122
366000,-167605.8232475057,30092.828477126815,-137512.9947703789,300.53400828256235,118.28345094361298,122
368000,-167768.46655537095,30322.616504675476,-137445.85005069547,302.82887787340303,118.22979773896115,122
370000,-167265.7537329765,29848.75642157416,-137416.99731140235,298.09648556113524,118.01881328958873,122
372000,-167293.18229383288,29808.50857687887,-137484.673716954,297.69453444177793,119.10182724537349,122
374000,-167816.2716294626,30092.144045176567,-137724.12758428603,300.52717293049295,118.34766863278152,122
376000,-167620.0109543294,30040.345629795105,-137579.6653245343,300.00986743994696,117.65078195747132,122
378000,-167454.0015432631,29849.52879033005,-137604.47275293304,298.1041991291123,118.30169256935415,122
380000,-167262.01215313375,29595.24900134653,-137666.76315178722,295.5647328151848,118.12086072876522,122
382000,-168661.60012865916,30148.846889284672,-138512.7532393745,301.0934584504394,117.47462077537006,122
384000,-168241.08066982182,29983.10985696083,-138257.970812861,299.43825961517535,117.71563915724604,122
386000,-168430.50985063973,29725.01030526735,-138705.49954537238,296.86064572071103,119.00746278210147,122
388000,-168586.27229735442,30137.730076584914,-138448.5422207695,300.9824359760142,118.26655464198703,122
390000,-167769.72873704322,29894.043927272316,-137875.6848097709,298.548767260841,118.81456950075112,122
392000,-167925.40427781304,30034.889886029996,-137890.51439178304,299.955381483496,117.75155318026486,122
394000,-167719.1942516166,29737.79744195612,-137981.39680966048,296.98834955042764,118.96484933600533,122
396000,-167668.98315694055,29703.177797501266,-137965.80535943928,296.64260669274836,117.77022101243043,122
398000,-167508.494191273,30070.935078228416,-137437.55911304458,300.3153611410726,117.92176001881668,122
400000,-167207.3924357763,29979.965409078693,-137227.4270266976,299.4068563349363,118.31694898850861,122
402000,-167597.13875755668,30169.16828573018,-137427.9704718265,301.29640616378947,118.58412629116273,122
404000,-167359.03790200234,29569.716275108047,-137789.3216268943,295.3097400827913,118.32482723976625,122
406000,-167198.6003784123,30099.526994168293,-137099.073384244,300.6009056889512,118.47736105964476,122
408000,-167442.49978390394,30000.05910202395,-137442.44068188,299.607529996657,119.48857429729439,121
410000,-167849.71899097436,29835.18171651609,-138014.53727445827,297.96091636645303,118.41483199416007,121
412000,-167505.50782236643,29315.64808328636,-138189.85973908007,292.77238696813436,117.64263742713639,121
414000,-167813.05090827122,29783.132799518527,-138029.9181087527,297.4411091418203,117.65820586495673,121
416000,-167570.68026552536,29982.034882362932,-137588.64538316242,299.42752395352255,117.9936778114383,121
418000,-167580.07189295383,30187.214901210667,-137392.85699174315,301.4766358716884,118.57291194381459,121
420000,-167460.23152519425,29993.615019992343,-137466.6165052019,299.5431736067572,118.42799396125469,121
422000,-168000.94037372188,29490.58256979019,-138510.3578039317,294.51943984007715,116.88743425041874,121
424000,-168009.7884504532,29964.453989378875,-138045.33446107432,299.25194536868787,118.1332781049401,121
426000,-167520.23932219401,29967.845124839572,-137552.39419735444,299.2858122926099,117.93323422176482,121
428000,-167476.2263444945,29701.2189677977,-137775.0073766968,296.6230440603157,117.85641451954194,121
430000,-167932.3315904336,30083.8505384039,-137848.4810520297,300.4443465243609,118.82065230905638,121
432000,-167829.54493873136,29600.0771082578,-138229.46783047356,295.6129506264007,118.58146676918017,121
434000,-167786.86095991952,29892.35770246247,-137894.50325745705,298.53192710567396,118.74822440645589,121
436000,-167111.37700681447,29637.280294128403,-137474.09671268606,295.9844950486563,118.1410961956914,121
438000,-167390.0452623968,30149.60295023094,-137240.44231216586,301.10100915398533,117.98490587002547,121
440000,-167667.03812448448,29900.502262472408,-137766.53586201207,298.6132659956804,118.40169238737843,121
442000,-167383.8929770094,30072.89841762185,-137310.99455938756,300.3349688113179,118.13838286392598,121
444000,-167803.9803766146,30128.785607640748,-137675.19476897386,300.8931084770789,117.90653240770277,121
446000,-167619.19748047658,29983.1486667305,-137636.04881374608,299.43864720438614,118.75071917026406,121
448000,-167690.4477332012,29950.31790519599,-137740.1298280052,299.11076973795144,117.52365896807353,121
450000,-167879.60809705372,30235.579284004343,-137644.02881304937,301.95964602908,117.33306137683212,121
452000,-167783.8980944442,29896.871061071986,-137887.0270333722,298.57700155770715,118.07582292305572,121
454000,-167987.2932686439,29779.04316144786,-138208.25010719604,297.4002663435856,118.29967611539973,121
456000,-168365.52636325906,29744.57420768861,-138620.95215557044,297.0560284185116,117.9674239629932,121
458000,-168415.47623453324,29871.5836318559,-138543.89260267734,298.3244585816539,118.49866255847375,121
460000,-167571.94597351155,29606.580691785668,-137965.36528172588,295.6779012516739,118.56058192206724,121
462000,-167741.59251666896,29944.309845392127,-137797.28267127683,299.0507678575623,117.81166661907402,121
464000,-167975.78805141675,29541.87464182265,-138433.9134095941,295.0316885312479,117.68980502376499,121
466000,-168091.6181480725,29477.301375085488,-138614.31677298702,294.38680190335356,118.10062612217104,121
468000,-168273.368093887,29487.300176637946,-138786.06791724905,294.4866589144971,118.3897828200688,121
470000,-167810.9684585235,29675.227503462113,-138135.7409550614,296.36346995734147,118.44994181161154,121
472000,-167879.11408731586,29540.145420090295,-138338.96866722556,295.01441897020186,118.00022929816103,121
474000,-167748.7896875654,29436.920912174042,-138311.86877539137,293.98352633939965,118.21818334941418,121
476000,-168201.4052595084,29458.254327949333,-138743.15093155907,294.1965809865618,116.96271823608157,121
478000,-168195.0229892896,29534.991593704326,-138660.03139558528,294.9629482318183,118.28499103856834,121
480000,-168514.611193783,30013.466605113004,-138501.14458867,299.7414293623306,117.8543744370393,121
482000,-168523.88459886494,29408.073349633953,-139115.811249231,293.69542867500274,117.98884207433834,121
484000,-168517.78152427392,29564.766943435417,-138953.0145808385,295.2603116122497,117.31353144869675,121
486000,-168762.06593989313,29814.015595764096,-138948.05034412903,297.749532477623,117.95091148405974,121
488000,-167613.52663539664,29326.258395153738,-138287.2682402429,292.8783510704139,118.00957266975841,121
490000,-167837.21439265064,29159.208509766962,-138678.00588288368,291.21004090553225,117.99157940916079,120
492000,-167884.7106580478,29755.74969271355,-138128.96096533426,297.16763684746337,118.59894018817525,120
494000,-167519.36739895982,29599.528362755664,-137919.83903620415,295.60747036104743,118.53267901293984,120
496000,-167389.86113931972,29332.708200026536,-138057.15293929318,292.9427646137449,117.89255273250161,120
498000,-167359.44361818384,29797.488866153522,-137561.95475203032,297.5844817148659,118.76458478810767,120
500000,-167835.0686605448,30019.977451855782,-137815.09120868903,299.8064525245903,117.82449622006703,120
502000,-167266.73675617483,29670.447931137634,-137596.2888250372,296.31573685609305,118.68454886433899,120
504000,-167723.41131639143,29864.15442790941,-137859.25688848202,298.25026387968086,118.67012861586527,120
506000,-167712.3222324995,29617.658984938636,-138094.66324756085,295.78853903531467,118.22808761370474,120
508000,-167598.6418680126,30087.097560426453,-137511.54430758615,300.4767742020769,117.90054052317376,120
510000,-167199.47686388076,29994.897901725955,-137204.5789621548,299.5559856157662,118.84668506857575,120
512000,-167692.95588204986,29654.377364867134,-138038.57851718273,296.1552417500808,117.84452149416492,120
514000,-167629.71129044495,29882.685227843467,-137747.02606260148,298.43532908832674,118.52996640196147,120
516000,-167275.75347456557,29668.327707538614,-137607.42576702696,296.29456239929004,118.0115395162018,120
518000,-167465.42751220323,30020.349546614918,-137445.0779655883,299.81016859699304,118.94608812668093,120
520000,-168046.21058866766,29617.7422564585,-138428.46833220916,295.7893706594892,118.34996720126885,120
522000,-168219.24206465832,29656.641622152645,-138562.60044250567,296.17785465661814,117.83963825188549,120
524000,-168036.47454741527,29524.08405759069,-138512.39048982458,294.8540157813107,117.41983068536918,120
526000,-168259.7832210192,29728.414610307198,-138531.368610712,296.8946441678766,118.8345361314549,120
528000,-168322.66816961218,29546.78656038188,-138775.8816092303,295.08074336084246,119.36114552028518,120
530000,-168402.4249432173,29578.910292080604,-138823.5146511367,295.40155979243013,118.10597650547899,120
532000,-168197.031952388,29489.2789314799,-138707.7530209081,294.5064205372543,118.8879122026783,120
534000,-168126.34367162536,29412.822645639477,-138713.5210259859,293.74285940974227,117.61377718586033,120
536000,-168071.66051788116,29596.716682494152,-138474.943835387,295.5793903970905,118.29505591521354,120
538000,-168107.38124648994,29855.572951364564,-138251.80829512537,298.16456154880933,117.60838271962186,120
540000,-167812.26782826753,29637.11603910604,-138175.1517891615,295.9828546505034,118.62192398938738,120
542000,-168097.38064359757,30203.402246527374,-137893.9783970702,301.6382972381226,117.22573607876274,120
544000,-167060.35548997356,29891.28261683858,-137169.07287313498,298.5211903352158,118.71648349026623,120
546000,-167492.76703096216,29884.390255996957,-137608.3767749652,298.45235703056863,118.75813996122902,120
548000,-168187.2297779678,29811.38310448057,-138375.84667348722,297.7232420557104,118.63118849856941,120
550000,-168209.24429621,29553.179596722126,-138656.06469948788,295.14458996262965,117.1383987845536,120
552000,-168214.18135826825,29847.703582143993,-138366.47777612426,298.08597096114454,117.32696326302477,120
554000,-167878.7243504224,29874.89116910519,-138003.8331813172,298.35749061876635,117.80222013392365,120
556000,-167656.14103078202,29821.067799252633,-137835.0732315294,297.81996211447967,117.87779364435686,120
558000,-167798.09920142218,30216.456932459492,-137581.6422689627,301.76867305484024,117.48896323445896,120
560000,-167832.2953563584,29913.944285026286,-137918.35107133212,298.747510103728,117.56960180013847,120
562000,-167567.16304403846,30016.535067071673,-137550.6279769668,299.77207377890323,118.5744266016923,120
564000,-168075.3385578238,29777.10570438474,-138298.23285343905,297.3809171575329,117.02538592533082,120
566000,-168032.5306896324,30092.9734174264,-137939.557272206,300.53545578654916,118.03868526018782,120
568000,-168461.563042855,29630.262674426718,-138831.3003684283,295.9144107965511,117.58158813071414,120
570000,-167965.71622546425,29931.850145318313,-138033.86608014593,298.926334103918,117.7333444026314,120
572000,-167673.14464902622,30223.75818212831,-137449.3864668979,301.8415898904946,118.74640851190614,120
574000,-167542.08829820016,29529.959933809238,-138012.12836439093,294.91269755771714,118.55549251509873,120
576000,-167515.5107897938,29745.273058285005,-137770.2377315088,297.06300776812924,118.66912809014349,120
578000,-167642.39898816112,29638.975845476438,-138003.42314268468,296.0014283470088,118.62081604645788,120
580000,-167549.98511715443,29408.59493917349,-138141.39017798094,293.70063773652765,119.56940579069735,120
