#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
198000,-169370.0728312157,29453.57388253312,-139916.49894868257,296.017924065798,116.561322005595,129
200000,-170488.94357170514,29528.973612844013,-140959.96995886113,296.7757156917232,116.13050399772717,129
202000,-170369.65548784472,29729.12190767601,-140640.5335801687,298.7872706554016,116.58596532789315,128
204000,-170120.17402381264,29239.06442764355,-140881.1095961691,293.862034808279,116.76416840933447,128
206000,-170251.8647628813,29857.92877567123,-140393.93598721008,300.0818212529429,115.90592432411889,128
208000,-170589.62251706002,29911.56213205133,-140678.0603850087,300.62085379546687,114.97603004698783,128
210000,-170696.97564943333,29581.629245514458,-141115.34640391887,297.3049217953913,116.15580585639876,128
212000,-170089.09558889642,28997.161722384626,-141091.9338665118,291.4308345429994,116.67515323177106,128
214000,-169614.81584436016,29597.42415706138,-140017.39168729878,297.46366575446297,116.68369930153814,128
216000,-170220.26540115464,30389.146547749173,-139831.11885340547,305.42073132017333,116.28203647238013,128
218000,-170058.18067049817,29980.91593704815,-140077.26473345002,301.31788192057996,116.57106977011651,128
220000,-170385.72309769003,29503.304407849675,-140882.41868984036,296.51773189644086,116.95628687702524,128
222000,-170062.1823733329,29694.628932256484,-140367.55344107642,298.44060511935277,116.71329990398657,128
224000,-169954.4254289096,29285.43497370428,-140668.99045520532,294.32807376292124,117.03582882118711,128
226000,-170336.60235738067,30013.598463783506,-140323.00389359717,301.64635186300563,116.1987606432153,128
228000,-170421.1254916495,29808.751503815758,-140612.37398783374,299.5875737981541,115.42386928381389,128
230000,-169526.1732251977,29737.982294090907,-139788.1909311068,298.87632039868294,116.0574435172792,128
232000,-169400.61980612285,29565.517261087196,-139835.10254503565,297.1429911515326,116.51955708132836,128
234000,-170617.11418433103,29527.708302310028,-141089.405882021,296.7629989124602,116.65425226935399,128
236000,-170388.4008830235,29714.601125421468,-140673.79975760204,298.6413321069611,117.02883725981944,128
238000,-169973.2810942498,29478.494704541285,-140494.78638970852,296.2683863705184,116.80187136949337,128
240000,-170633.27472851344,29889.973530647578,-140743.30119786586,300.4038813833409,116.03176410255317,128
242000,-170075.9487744054,29974.370355470106,-140101.5784189353,301.2520967130441,116.92974280608222,128
244000,-170306.12997684022,29813.655101337237,-140492.474875503,299.6368565359486,116.19944847715351,128
246000,-169991.9633595856,29297.60458256968,-140694.35877701594,294.45038225992727,116.1898878955251,128
248000,-170131.63446175004,29362.59302804788,-140769.04143370216,295.1035371128984,116.45634377673959,128
250000,-170019.50539608987,29507.499954280676,-140512.0054418092,296.5598984922428,116.7314364481432,128
252000,-170395.43562299968,29743.018010805637,-140652.41761219403,298.92693097701283,116.25267753580762,128
254000,-169912.65011212928,29668.13156556897,-140244.5185465603,298.17429803175344,116.49617411626144,128
256000,-169756.58429820545,29939.688747820648,-139816.8955503848,300.90353536220084,116.07600096667325,128
258000,-169707.85205935186,29915.593916495214,-139792.25814285665,300.6613745304418,117.08018682065423,128
260000,-170798.82950072677,29788.509574920812,-141010.31992580596,299.3841358793988,116.70823943971541,127
262000,-170580.15615010064,29694.986370928586,-140885.16977917205,298.44419749337567,115.60090743360333,127
264000,-169958.39591896534,28907.842573053436,-141050.5533459119,290.53314826323617,116.38777306484229,127
266000,-170434.55308853567,29851.76831795741,-140582.78477057826,300.01990666454657,115.86838876237242,127
268000,-170158.70913422538,29563.504556492437,-140595.20457773295,297.12276282072713,115.65429405352943,127
270000,-170377.38723899168,29801.73428172362,-140575.65295726806,299.51704845122316,115.56580476971838,127
272000,-169394.4416001204,29647.343175197253,-139747.09842492314,297.9653679987786,116.35184054907344,127
274000,-169951.4910235674,29987.26616569201,-139964.22485787538,301.38170376807443,116.40071907356392,127
276000,-169803.7422329022,29725.516496918164,-140078.22573598404,298.75103511358924,116.07779065370238,127
278000,-170199.23566577758,29538.922904298757,-140660.31276147882,296.8757092821141,116.41380122217606,127
280000,-169627.86445932044,29446.358832028345,-140181.5056272921,295.9454104794682,117.16358368501902,127
282000,-170296.95626455336,29368.257074147463,-140928.6991904059,295.160462604348,116.29152525173302,127
284000,-169909.35987132194,30006.529742107727,-139902.8301292142,301.57530892863684,116.70003088385673,127
286000,-169783.1383952404,30169.01879504358,-139614.11960019683,303.20837635622036,116.70757150046593,127
288000,-169155.21751962462,29780.321196872275,-139374.89632275235,299.3018400370993,117.01178318048773,127
290000,-169951.59437553375,29727.553733466426,-140224.04064206732,298.7715099984454,116.48999986523586,127
292000,-169237.56938271492,29395.174303293752,-139842.39507942117,295.4309894451744,117.06366300567879,127
294000,-170348.87124282273,29622.463503103587,-140726.40773971914,297.7153192639807,116.19418761584545,127
296000,-170488.6017445674,29550.878850666224,-140937.72289390117,296.9958704020534,116.3145920285014,127
298000,-169786.55417243904,29616.625115836556,-140169.92905660247,297.6566415875272,115.59021169150866,127
300000,-170926.5766919026,29651.593380167964,-141274.98331173463,298.00808393054643,115.69996332903068,127
302000,-169435.4350588785,29424.687381329946,-140010.74767754856,295.7276054051903,116.82124675897482,127
304000,-169178.68807209295,29852.560773157456,-139326.1272989355,300.02787109508284,117.30089557242137,127
306000,-170255.0372787132,29684.266234863317,-140570.77104384988,298.33645666584823,116.62075991800505,127
308000,-169879.68182551593,29648.420108037535,-140231.2617174784,297.97619152141834,116.36912218887473,127
310000,-170236.6091261719,29553.74551887717,-140682.86360729474,297.02468134283004,116.25532827289106,127
312000,-170087.72554869333,29814.69246375677,-140273.03308493656,299.6472823630879,116.09829146184909,127
314000,-169714.88357081753,29608.840815645643,-140106.0427551719,297.5784068581185,116.41159846979636,127
316000,-169833.76712118334,29778.368111048127,-140055.3990101352,299.2822108941812,115.96770354763262,127
318000,-169977.6510882919,29467.042010911915,-140510.60907737998,296.1532831030287,115.66622013283624,127
320000,-169760.95565880882,29699.39964755258,-140061.55601125624,298.48855234789255,116.08457883811633,127
322000,-169904.80731802527,29945.63017580635,-139959.17714221892,300.9632486311348,116.29063584829628,127
324000,-170058.50191965955,29524.676116124436,-140533.82580353512,296.73252446261523,116.16554493919047,127
326000,-169393.27601305232,29597.882839870406,-139795.39317318192,297.4682756647399,116.4307972709645,127
328000,-169149.64566273766,29690.95642968593,-139458.68923305173,298.40369528316796,116.732198630452,127
330000,-170008.8496610258,29621.88533992105,-140386.96432110475,297.70950853738606,116.38448339962935,126
332000,-170372.0389374874,29808.265942558995,-140563.7729949284,299.58269375080204,116.20049676564064,126
334000,-170367.77123951737,29646.101131392643,-140721.67010812473,297.9528850576556,116.31646153130912,126
336000,-170367.75650287129,29541.992235121084,-140825.7642677502,296.90655704754727,116.24806348231354,126
338000,-170530.53588328883,29385.90086733317,-141144.63501595566,295.3377884206415,116.65846917692274,126
340000,-169813.9794554856,29220.990616003983,-140592.9888394816,293.68038716772986,116.43698663280469,126
342000,-169920.85162684985,29416.546386808623,-140504.30524004123,295.64578578263297,116.36436224493964,126
344000,-170001.97694501712,29355.60907157464,-140646.36787344248,295.0333460961743,115.71222793770708,126
346000,-169953.4347412124,29626.149752373574,-140327.28498883883,297.7523672589317,116.3473347390876,126
348000,-170082.47263153573,30089.853193611605,-139992.61943792412,302.4127365100416,116.40817889960246,126
350000,-170344.42007800704,29482.28749169968,-140862.13258630736,296.3065051056345,116.53595775714753,126
352000,-169450.2267501786,29615.476271533174,-139834.75047864544,297.6450953314729,116.26807620544659,126
354000,-170388.19787628797,29537.374847390776,-140850.8230288972,296.8601508105323,115.81916711968485,126
356000,-169693.1318313151,29578.247874395456,-140114.88395691966,297.27093792426126,116.48579149464764,126
358000,-169740.1357049538,30014.880767980125,-139725.25493697368,301.659239434063,116.49696874398444,126
360000,-168801.5117375909,29889.747671128716,-138911.76406646217,300.40161142227714,117.03020664380603,126
362000,-170001.53980991838,29900.91885277466,-140100.62095714372,300.5138854034715,116.41727922044271,126
364000,-169889.5486600853,29552.218561357353,-140337.33009872795,297.0093349269093,116.56286959817417,126
366000,-170563.8572025206,29669.67274590768,-140894.18445661291,298.1897873915947,115.40108192087696,126
368000,-169312.03835988056,29847.248803939845,-139464.78955594072,299.97448408993466,116.76417842883934,126
370000,-169815.124060118,29561.38304762228,-140253.7410124957,297.10144097183587,116.88634516698687,126
372000,-169980.7776731433,29548.45983487717,-140432.31783826614,296.97155851260277,116.01742241056955,126
374000,-169566.11141664546,29461.54583176691,-140104.56558487855,296.098044728654,116.74668503560416,126
376000,-170406.11251934175,29616.96838570712,-140789.14413363463,297.66009156052144,115.9622359489801,126
378000,-170409.3076124437,29529.473826934816,-140879.83378550888,296.78074300478676,117.04975589532644,126
380000,-170246.4809214709,29679.77158261207,-140566.70933885884,298.2912839600123,116.48301722306644,126
382000,-170009.70331864443,29754.39030779933,-140255.3130108451,299.04122623236486,116.11061888450682,126
384000,-169987.640572196,29497.69211875787,-140489.94845343812,296.4613265796247,115.70484050083301,126
386000,-170238.67520801257,29651.68242976186,-140586.99277825071,298.00897890770705,116.75121048881778,126
388000,-169496.4882503301,29904.63963406789,-139591.8486162622,300.5512804564018,115.93646446119143,126
390000,-169301.0041400817,29519.998687442392,-139781.0054526393,296.6855147946562,116.3259251886542,126
392000,-169885.02157512004,29513.05342878413,-140371.96814633592,296.6157127034628,116.74217502556863,126
394000,-169926.0768266701,29679.064768326236,-140247.01205834385,298.2841802483057,116.42098959672214,126
396000,-169669.54485607252,29987.51157912066,-139682.03327695187,301.384170252243,116.79780523157733,126
398000,-170069.8572956347,29097.33970782929,-140972.5175878054,292.4376556305418,116.59488443529833,126
400000,-170164.38532010722,29624.131740805795,-140540.2535793014,297.73208559133457,115.7009569504202,126
402000,-169909.98091478646,29257.98612636188,-140651.99478842458,294.05220398763686,115.82751182286928,126
404000,-170117.84534381598,30011.837350947084,-140106.0079928689,301.6286521105762,116.43511559936748,126
406000,-169916.39253730595,29958.486411222722,-139957.90612608322,301.0924579465963,116.82824230216649,126
408000,-170349.79615444294,29864.142754041823,-140485.65340040112,300.1442737412145,116.49020658246292,126
410000,-169620.12301076378,29453.954884739826,-140166.16812602396,296.0217532609491,116.18742539922177,126
412000,-170370.52653554687,29905.34914110636,-140465.1773944405,300.5584112311416,116.02861935998538,126
414000,-169511.61690027197,29990.398119370162,-139521.2187809018,301.41318091342106,116.2563704869637,126
416000,-169540.89763622615,29392.48687717947,-140148.41075904667,295.40397994532213,116.26529942669451,126
418000,-169791.99894830782,29742.772407494485,-140049.22654081334,298.9244625844639,116.25169253842463,126
420000,-170127.78805587918,29552.74908992648,-140575.0389659527,297.01466691026445,116.2843355822765,126
422000,-169794.58177291835,29283.71155603521,-140510.87021688314,294.31075285909037,116.8205210804367,126
424000,-170099.20418071724,29408.433229461312,-140690.77095125592,295.5642459326593,115.49048687985393,126
426000,-169555.64012579154,29476.08910889068,-140079.55101690086,296.2442093577907,116.06337416727936,126
428000,-169398.29057869327,29604.243505849096,-139794.04707284417,297.5322024108182,116.7315377251017,126
430000,-170005.0226086725,29920.580908277072,-140084.44170039543,300.7114954074697,117.19319249689201,125
432000,-170623.74112493382,29426.03119636979,-141197.70992856403,295.7411111800755,116.44357172014935,125
434000,-170280.1402969875,29570.649283055158,-140709.49101393233,297.19456962874136,115.6781279985228,125
436000,-169779.0204090263,29507.671391054988,-140271.3490179713,296.5616214871582,116.35158575739335,125
438000,-169941.2921993771,29588.346979897702,-140352.94521947938,297.3724371941841,117.07743133777288,125
440000,-169963.6107502716,29733.59555343486,-140230.01519683673,298.83223223920874,116.53484343379726,125
442000,-169809.83071449504,29769.94742117572,-140039.88329331932,299.19758024307,115.95173353591062,125
444000,-169452.3584030167,29522.03088085621,-139930.32752216049,296.7059389943835,117.04985034917306,125
446000,-169721.7844431789,29834.656787611282,-139887.12765556763,299.84793026158604,116.1248554742727,125
448000,-169622.71498202404,29555.658207866363,-140067.05677415768,297.0439044845181,116.41380932664237,125
450000,-170181.9034456337,29713.808694381383,-140468.09475125233,298.63336791924024,116.62563765220413,125
452000,-169675.9284053106,29484.66307614313,-140191.26532916748,296.33038049604374,116.09716762716614,125
454000,-169522.84222473705,29618.177613292122,-139904.66461144492,297.67224468804557,116.86186269593955,125
456000,-170458.80672704743,29430.53949262423,-141028.2672344232,295.78642101254735,115.98905962748509,125
458000,-170395.95907962706,29321.763796548126,-141074.19528307894,294.69319015812954,116.6640700706814,125
460000,-170028.38585805602,29869.377752479035,-140159.00810557697,300.1968871651762,116.00234701079962,125
462000,-169932.27520302404,29158.07613368456,-140774.1990693395,293.04807631390463,115.8546832066521,125
464000,-170516.01112376375,30121.384398304857,-140394.6267254589,302.729635294339,116.02644589817177,125
466000,-169588.20500639535,29910.413799998234,-139677.79120639712,300.60931268769326,116.6738648093536,125
468000,-169922.520858387,30477.08209206682,-139445.43876632018,306.3045119229729,116.38373795891258,125
470000,-170346.4327649906,29867.29295055964,-140479.13981443096,300.1759342329878,116.6539385200052,125
472000,-169919.50372317492,29543.75830245437,-140375.74542072054,296.92430659426935,115.8800053466042,125
474000,-170121.9867856917,29314.874942822615,-140807.11184286908,294.6239549547157,116.44525746867453,125
476000,-170340.42196594935,29993.99028956372,-140346.43167638563,301.44928338328873,116.87987944033293,125
478000,-170038.25412090472,29621.581246193964,-140416.67287471076,297.7064522972785,116.8466387712983,125
480000,-169335.71567285492,29527.368200986413,-139808.3474718685,296.75958078438555,116.83539321476867,125
482000,-169640.9586676763,29601.584163350286,-140039.37450432603,297.50547516036573,116.3551441180916,125
484000,-169678.11334805656,29804.222969232156,-139873.8903788244,299.5420605639421,116.4593576408507,125
486000,-169482.89728082798,29472.368662148132,-140010.52861867985,296.2068176672027,116.636688487709,125
488000,-170165.43116898392,29771.525148635148,-140393.90602034878,299.2134369132705,117.17033322584385,125
490000,-170301.59035782586,30008.04915699642,-140293.54120082944,301.5905795386803,115.97013690249766,125
492000,-170308.47394480184,29434.234347511432,-140874.2395972904,295.82355549672894,116.92366265729719,125
494000,-170158.28966294834,29110.00968585862,-141048.27997708973,292.56499299914634,116.8946198626678,125
496000,-169530.17420738353,29562.715395274106,-139967.45881210943,297.1148314957703,116.73757304480631,125
498000,-170234.6010761814,29773.082087408693,-140461.5189887727,299.22908465046805,116.69058876553402,125
500000,-170793.9646277877,29419.584183018538,-141374.38044476917,295.67631661503316,115.70876888032835,125
502000,-169843.56652270374,29248.72533400191,-140594.84118870183,293.959130035371,116.11217987534162,125
504000,-168708.9472307728,29819.14168791147,-138889.80554286134,299.69199850189096,117.59720228605195,125
506000,-169519.27242242813,30063.677161456086,-139455.59526097204,302.14965893820397,116.93512758411285,125
508000,-170445.53250100976,29736.799664906925,-140708.73283610283,298.8644345936741,115.98908494628726,125
510000,-170543.98066045728,29522.95784509281,-141021.02281536447,296.7152552841518,115.40756231533649,125
512000,-170124.00789871556,29551.552126861643,-140572.4557718539,297.00263704512656,115.66616460465221,125
514000,-170366.4878593363,29692.89940748393,-140673.58845185238,298.42322283716067,116.27796484956286,125
516000,-169781.85668444273,29343.183994415915,-140438.6726900268,294.90847006036444,116.63343047941602,125
518000,-169516.2107383589,29351.365023074206,-140164.8457152847,294.99069203891986,116.3708201391426,125
520000,-169746.12301826873,29996.83473481587,-139749.28828345286,301.4778709761566,117.20015811015054,125
522000,-169495.85190078698,29493.285348009085,-140002.5665527779,296.41703711125353,115.39679406643684,125
524000,-169618.28398301057,29849.43771580048,-139768.8462672101,299.99648336063547,116.94449155679362,125
526000,-169866.3601307536,30068.16916715633,-139798.19096359727,302.19480504534806,116.0295916658262,125
528000,-169911.97581966326,30208.486397952074,-139703.4894217112,303.60503850416274,116.64221359255669,125
530000,-169647.47308115393,29798.258779062482,-139849.21430209145,299.4821185277124,116.9890788533356,125
532000,-170089.4182047759,29426.053928600857,-140663.36427617504,295.7413396463349,115.30481661660554,125
534000,-169660.7883598461,29587.302998732543,-140073.48536111356,297.361944846515,115.78725889266795,125
536000,-170933.2783642161,29955.88800374535,-140977.39036047074,301.0663431127769,116.02165528785176,125
538000,-170292.09143172973,29431.553468116734,-140860.537963613,295.79661179352155,115.32402738161271,125
540000,-170030.082673777,29175.595746555686,-140854.48692722133,293.22415407795563,116.30341840282094,125
542000,-170063.45252189762,29767.457880271366,-140295.99464162625,299.1725595534476,116.61217111874146,125
544000,-170269.52513933147,29444.860303000896,-140824.66483633057,295.9303497790715,117.03984550271132,125
546000,-169625.88067858154,29441.506437495816,-140184.37424108572,295.89664234823914,117.54585132665864,125
548000,-170510.55308636778,29476.962801115704,-141033.59028525208,296.2529902466484,116.11211851808116,125
550000,-170578.8535058907,29929.593853626808,-140649.2596522639,300.80207841728674,116.79773475482591,125
552000,-170097.8244780089,29770.389543442056,-140327.43493456685,299.20202371454775,117.32342491842346,125
554000,-169585.72984659649,29842.703281549155,-139743.02656504733,299.9288001227783,116.96847509503586,125
556000,-170302.53273403586,29007.951525143813,-141294.58120889205,291.5392755432866,115.64664481381638,125
558000,-170909.11037044902,29269.89261855674,-141639.21775189228,294.17186807717945,115.83408105551327,125
560000,-170438.63508066174,29614.777863030788,-140823.85721763095,297.638076100603,116.18922518796816,125
562000,-169676.3765289553,29399.220082162065,-140277.15644679323,295.47165082863177,116.20207817201351,125
564000,-169738.025970164,29578.226771756774,-140159.7991984072,297.27072583593133,116.41456190971424,125
566000,-170181.5822784888,29139.586893496133,-141041.99538499265,292.86225348235416,115.65461590690867,125
568000,-169568.70753311587,29205.057957919547,-140363.64957519632,293.52025881149666,116.04527102670987,125
570000,-169998.52843344188,29521.44084540414,-140477.08758803774,296.7000089476481,116.70314956023988,125
572000,-170052.00895474362,29398.577162766014,-140653.4317919776,295.46518928119036,116.52796707811568,125
574000,-169549.5028379499,29188.662325985497,-140360.8405119644,293.35547741864355,116.91016506473287,125
576000,-170250.2798045273,29879.56194309867,-140370.71786142862,300.2992415679912,116.19891411071,125
578000,-170769.6792386202,29244.886521345237,-141524.79271727498,293.92054872914184,116.3535504579327,125
580000,-170511.3866056496,29748.46688099485,-140762.91972465476,298.9816938811123,115.86440355103392,125
582000,-171075.02633330633,30150.966418140393,-140924.05991516594,303.0269441416902,116.52237672208611,124
584000,-169834.0440222188,29210.974107299233,-140623.06991491956,293.5797180222811,116.21299041949356,124
586000,-169678.2437604313,29348.91525461129,-140329.32850582,294.96607107517104,116.686642667905,124
588000,-170320.51680307556,29226.054058064707,-141094.46274501085,293.7312763947358,115.71319150277591,124
590000,-170661.99400993134,29468.58124026633,-141193.412769665,296.16875285484804,116.31087032206167,124
